Date,Product,Qty Sold
2024-08-25,Product_94,39
2011-01-04,Product_18,45
2009-08-20,Product_89,87
2020-01-25,Product_62,27
2002-01-12,Product_26,67
2021-06-13,Product_20,89
2008-07-10,Product_50,88
2013-05-30,Product_42,33
2017-04-18,Product_93,99
2019-08-18,Product_68,34
2021-05-25,Product_20,47
2023-02-06,Product_47,96
2002-08-21,Product_11,27
2024-05-29,Product_4,88
2001-06-07,Product_3,57
2003-08-29,Product_56,97
2020-06-20,Product_73,81
2020-03-22,Product_80,37
2008-05-31,Product_62,12
2022-12-10,Product_6,33
2022-06-02,Product_23,76
2019-07-25,Product_85,45
2008-12-28,Product_77,16
2017-03-22,Product_28,38
2023-12-01,Product_10,44
2020-05-30,Product_52,3
2002-04-03,Product_70,57
2014-05-22,Product_35,20
2019-03-01,Product_76,54
2013-01-04,Product_27,18
2008-04-23,Product_96,60
2002-06-01,Product_46,92
2006-04-11,Product_53,9
2020-06-24,Product_47,75
2005-04-02,Product_34,66
2015-09-21,Product_37,46
2001-08-15,Product_78,24
2009-07-02,Product_42,68
2019-07-29,Product_79,40
2012-11-22,Product_6,40
2006-03-07,Product_93,27
2000-06-25,Product_35,25
2021-01-18,Product_80,3
2012-05-08,Product_33,73
2005-07-28,Product_28,26
2016-04-16,Product_100,92
2010-08-14,Product_19,49
2023-05-28,Product_90,78
2003-05-20,Product_39,78
2018-12-29,Product_74,69
2007-07-31,Product_85,78
2018-04-13,Product_26,27
2013-12-13,Product_87,47
2000-03-27,Product_79,46
2015-02-05,Product_97,38
2013-11-09,Product_7,47
2009-06-25,Product_96,53
2008-01-02,Product_16,9
2004-11-07,Product_40,64
2022-01-08,Product_100,83
2022-10-17,Product_62,8
2017-09-10,Product_41,80
2020-01-18,Product_87,64
2014-07-24,Product_62,9
2013-11-10,Product_67,15
2006-07-25,Product_4,50
2007-09-02,Product_79,55
2016-01-05,Product_71,74
2009-11-12,Product_26,45
2021-07-19,Product_29,33
2005-10-11,Product_64,54
2002-04-11,Product_15,5
2014-08-08,Product_63,75
2015-01-27,Product_22,91
2020-02-06,Product_10,93
2002-08-18,Product_85,79
2001-05-30,Product_99,96
2019-03-13,Product_27,31
2015-07-16,Product_69,59
2007-11-05,Product_24,47
2022-09-15,Product_62,9
2024-04-24,Product_94,47
2024-05-27,Product_95,85
2002-01-08,Product_55,38
2009-06-20,Product_37,1
2008-09-08,Product_50,33
2008-05-06,Product_88,76
2005-01-13,Product_28,19
2016-05-10,Product_66,93
2011-06-15,Product_100,7
2010-09-30,Product_30,53
2024-01-08,Product_72,37
2018-11-20,Product_13,27
2008-02-05,Product_50,68
2009-01-09,Product_86,16
2003-04-27,Product_86,28
2014-07-14,Product_95,58
2017-11-20,Product_1,90
2005-02-23,Product_70,24
2019-03-24,Product_13,34
2004-09-27,Product_86,44
2000-03-20,Product_78,9
2023-04-06,Product_23,63
2016-03-15,Product_55,97
2000-07-08,Product_22,51
2019-08-14,Product_5,39
2024-06-03,Product_44,53
2010-02-06,Product_60,67
2021-06-08,Product_13,46
2021-01-15,Product_42,18
2020-12-21,Product_31,100
2021-07-03,Product_99,10
2000-01-25,Product_10,76
2023-09-06,Product_38,30
2003-01-24,Product_31,5
2015-06-22,Product_99,20
2006-04-19,Product_56,20
2016-07-02,Product_36,56
2003-08-03,Product_39,17
2014-07-27,Product_66,18
2013-08-13,Product_24,1
2022-04-29,Product_58,85
2000-09-16,Product_90,53
2002-08-16,Product_48,18
2001-07-28,Product_20,61
2024-11-25,Product_18,44
2003-07-24,Product_16,82
2000-09-21,Product_82,12
2020-02-15,Product_79,62
2000-01-13,Product_15,98
2023-06-24,Product_57,54
2024-01-24,Product_63,37
2008-08-18,Product_100,18
2018-03-20,Product_1,59
2006-02-10,Product_39,71
2018-07-10,Product_24,18
2006-05-07,Product_63,88
2014-04-19,Product_94,46
2021-02-08,Product_19,48
2024-05-31,Product_30,12
2013-04-14,Product_39,74
2021-07-24,Product_67,99
2015-10-28,Product_27,36
2006-06-01,Product_27,90
2024-12-22,Product_84,31
2006-01-12,Product_21,73
2016-07-04,Product_46,50
2000-04-23,Product_80,12
2016-04-10,Product_19,13
2022-06-27,Product_52,100
2008-04-04,Product_11,41
2018-04-17,Product_68,46
2000-02-26,Product_28,59
2006-07-05,Product_32,48
2015-10-14,Product_45,99
2011-11-12,Product_10,11
2016-07-08,Product_84,52
2009-07-20,Product_93,96
2016-12-22,Product_3,41
2009-05-22,Product_36,42
2009-08-27,Product_57,100
2003-10-31,Product_4,55
2023-02-05,Product_71,94
2012-04-10,Product_46,96
2024-06-12,Product_27,86
2017-03-23,Product_67,66
2008-11-17,Product_88,78
2014-01-20,Product_3,97
2001-10-17,Product_48,3
2010-01-26,Product_32,32
2018-11-04,Product_96,91
2000-01-23,Product_8,11
2003-03-03,Product_89,8
2018-03-24,Product_4,44
2010-07-19,Product_21,76
2003-11-24,Product_84,7
2010-10-31,Product_54,95
2018-05-28,Product_42,61
2022-02-24,Product_95,6
2008-12-25,Product_20,70
2009-07-20,Product_70,11
2001-04-17,Product_68,55
2010-10-20,Product_33,90
2001-07-31,Product_94,41
2016-08-10,Product_99,79
