Date,Product,Qty Sold
2012-11-20,Product_12,44
2014-03-23,Product_86,62
2024-08-08,Product_4,59
2008-10-26,Product_26,88
2007-10-22,Product_91,100
2000-12-30,Product_95,22
2018-11-22,Product_20,78
2005-05-22,Product_7,5
2022-02-15,Product_27,93
2012-11-12,Product_46,39
2003-12-10,Product_40,9
2006-06-05,Product_93,91
2015-08-12,Product_22,39
2017-07-01,Product_84,60
2013-05-30,Product_40,25
2018-09-22,Product_29,5
2012-06-09,Product_15,30
2004-09-11,Product_17,75
2007-12-14,Product_44,8
2003-09-27,Product_74,67
2017-07-25,Product_44,27
2001-08-05,Product_28,34
2017-11-04,Product_36,33
2001-06-07,Product_68,13
2020-03-24,Product_27,89
2005-06-17,Product_47,13
2024-03-04,Product_13,75
2013-04-15,Product_75,54
2010-08-11,Product_42,94
2014-09-18,Product_66,13
2010-06-23,Product_62,40
2012-06-14,Product_32,97
2011-01-10,Product_58,72
2024-11-13,Product_6,33
2006-06-18,Product_61,94
2014-02-20,Product_62,71
2019-01-04,Product_5,1
2023-10-14,Product_17,51
2024-03-20,Product_16,83
2019-01-23,Product_53,91
2012-09-06,Product_98,22
2011-09-12,Product_40,89
2002-03-09,Product_11,8
2006-09-17,Product_9,28
2022-09-01,Product_32,39
2019-04-20,Product_35,66
2011-01-09,Product_16,11
2005-09-09,Product_40,9
2023-08-17,Product_18,19
2015-07-21,Product_33,43
2008-07-31,Product_75,61
2007-01-21,Product_67,46
2023-01-07,Product_85,47
2009-09-04,Product_80,31
2000-11-02,Product_2,92
2022-03-13,Product_77,51
2020-08-15,Product_21,10
2020-02-10,Product_8,99
2022-07-09,Product_77,42
2015-04-13,Product_70,83
2005-06-26,Product_81,66
2022-10-02,Product_15,72
2016-09-03,Product_76,37
2023-09-26,Product_66,9
2010-12-12,Product_90,85
2001-11-20,Product_72,38
2005-05-31,Product_74,2
2021-11-15,Product_74,66
2004-06-05,Product_32,41
2017-02-16,Product_100,44
2024-09-25,Product_51,95
2022-06-23,Product_79,5
2005-12-20,Product_58,54
2017-08-26,Product_39,24
2002-04-20,Product_62,50
2024-07-31,Product_76,53
2002-03-02,Product_24,75
2006-07-01,Product_61,17
2020-05-04,Product_36,68
2018-07-28,Product_68,93
2002-12-21,Product_81,66
2009-08-29,Product_19,90
2012-04-24,Product_87,94
2002-02-04,Product_33,4
2022-12-03,Product_81,10
2006-07-16,Product_67,15
2007-04-01,Product_48,40
2011-12-07,Product_53,41
2012-11-15,Product_59,69
2010-10-10,Product_62,86
2002-10-18,Product_75,86
2000-07-28,Product_11,23
2007-02-16,Product_36,88
2016-10-21,Product_24,42
2024-10-17,Product_35,35
2016-02-02,Product_66,27
2018-04-27,Product_10,22
2023-11-13,Product_13,89
2013-12-30,Product_36,97
2012-02-22,Product_62,84
2019-07-05,Product_49,48
2024-11-25,Product_69,83
2010-06-02,Product_98,59
2005-06-28,Product_34,2
2012-05-10,Product_82,86
2020-11-07,Product_21,17
2023-03-03,Product_83,52
2012-02-19,Product_46,18
2010-07-20,Product_51,61
2004-08-29,Product_37,57
2000-08-20,Product_83,42
2013-11-14,Product_5,27
2009-08-26,Product_58,69
2011-07-10,Product_82,97
2023-12-28,Product_9,58
2016-05-12,Product_9,86
2001-04-05,Product_39,71
2015-12-15,Product_63,35
2014-04-13,Product_95,1
2007-08-08,Product_73,66
2021-01-04,Product_77,4
2013-10-20,Product_54,90
2006-08-17,Product_99,58
2020-02-13,Product_100,63
2014-07-04,Product_20,88
2014-09-08,Product_53,27
2007-07-28,Product_67,46
2004-08-22,Product_83,35
2013-08-25,Product_14,83
2001-02-15,Product_52,93
2007-05-22,Product_77,15
2023-01-09,Product_26,79
2004-07-02,Product_48,11
2013-09-20,Product_67,83
2018-09-17,Product_9,40
2013-01-01,Product_40,82
2004-10-05,Product_82,11
2006-12-12,Product_57,85
2011-02-04,Product_98,56
2009-11-02,Product_95,77
2016-01-01,Product_21,94
2010-07-12,Product_5,50
2008-04-06,Product_72,51
2017-11-15,Product_54,95
2009-01-15,Product_69,35
2007-01-29,Product_21,34
2006-04-14,Product_52,77
2007-07-21,Product_69,58
2007-09-02,Product_77,81
2016-02-19,Product_94,21
2022-02-14,Product_88,74
2010-07-25,Product_46,15
2024-08-17,Product_2,84
2016-05-02,Product_68,78
2021-11-19,Product_83,100
2009-02-23,Product_12,95
2000-03-09,Product_44,4
2008-11-23,Product_76,65
2016-07-10,Product_60,33
2006-09-19,Product_43,37
2013-10-29,Product_34,19
2020-12-11,Product_99,78
2011-06-16,Product_99,21
2017-07-23,Product_98,52
2022-02-08,Product_22,41
2015-05-15,Product_88,22
2023-03-04,Product_19,20
2008-05-06,Product_47,47
2003-07-12,Product_20,1
2001-10-26,Product_5,71
2023-10-23,Product_26,94
2024-11-14,Product_34,89
2012-12-07,Product_36,63
2021-11-20,Product_56,9
2008-10-21,Product_65,65
2023-07-28,Product_6,22
2017-10-18,Product_2,58
2007-05-08,Product_26,29
2001-03-01,Product_1,36
2014-01-28,Product_85,38
2001-11-05,Product_77,4
2021-04-30,Product_71,59
2001-11-08,Product_73,7
2005-06-28,Product_92,97
2015-11-21,Product_64,60
2016-03-30,Product_65,62
2003-02-15,Product_62,24
2009-09-15,Product_93,22
2024-11-13,Product_86,30
2008-02-01,Product_44,95
2005-10-07,Product_76,96
2009-10-18,Product_97,46
2019-03-01,Product_15,11
2008-05-16,Product_19,1
2018-06-02,Product_55,79
2008-12-22,Product_90,87
2010-02-26,Product_46,71
2006-03-23,Product_14,59
2016-10-30,Product_61,49
2003-03-24,Product_36,80
2001-12-22,Product_33,41
2007-04-15,Product_86,37
2000-04-26,Product_3,75
2011-12-15,Product_31,93
2012-04-26,Product_76,15
2001-07-25,Product_14,44
2010-04-11,Product_32,58
2023-03-31,Product_49,17
2001-11-26,Product_85,90
2024-06-28,Product_97,90
2016-03-25,Product_24,54
2012-05-25,Product_80,3
2023-08-26,Product_77,58
2018-11-01,Product_100,75
2008-05-08,Product_2,6
2002-06-05,Product_69,53
