Date,Product,Qty Sold
2020-07-03,Product_62,16
2006-05-07,Product_81,46
2010-03-29,Product_51,87
2001-06-15,Product_40,95
2014-01-04,Product_8,1
2000-08-02,Product_100,44
2014-11-06,Product_50,41
2007-07-26,Product_14,67
2020-08-28,Product_30,50
2012-02-19,Product_13,8
2023-06-21,Product_26,97
2001-08-15,Product_14,28
2019-05-19,Product_96,43
2010-07-22,Product_86,93
2004-02-28,Product_25,66
2007-12-09,Product_41,15
2013-05-28,Product_15,36
2010-12-29,Product_34,22
2017-07-23,Product_26,75
2010-10-26,Product_77,43
2001-12-23,Product_31,69
2009-04-09,Product_55,12
2010-12-01,Product_1,60
2014-07-09,Product_41,42
2003-05-01,Product_8,45
2008-04-03,Product_44,3
2016-12-10,Product_6,14
2009-07-28,Product_49,23
2017-10-29,Product_91,11
2004-07-02,Product_30,13
2012-10-22,Product_75,73
2004-09-19,Product_20,55
2008-06-13,Product_99,16
2018-04-27,Product_4,55
2012-06-27,Product_5,3
2006-10-22,Product_43,95
2000-05-25,Product_68,57
2020-02-19,Product_21,38
2009-04-05,Product_38,54
2017-12-25,Product_27,82
2014-01-28,Product_68,51
2001-01-20,Product_79,22
2024-12-19,Product_35,61
2015-07-20,Product_85,91
2017-09-25,Product_13,51
2020-03-26,Product_31,16
2013-02-12,Product_78,89
2003-12-12,Product_45,81
2021-10-04,Product_82,67
2009-12-02,Product_1,86
2014-03-19,Product_8,71
2000-10-20,Product_16,81
2002-06-05,Product_15,60
2012-09-19,Product_85,7
2021-08-18,Product_56,36
2019-10-15,Product_54,87
2009-02-14,Product_55,71
2007-01-21,Product_42,93
2022-10-13,Product_82,85
2014-03-21,Product_29,34
2009-11-13,Product_82,40
2012-06-24,Product_22,96
2002-03-21,Product_15,48
2008-10-05,Product_62,39
2024-12-18,Product_30,54
2013-10-16,Product_66,36
2001-04-26,Product_15,88
2024-02-04,Product_92,71
2014-01-27,Product_46,88
2016-06-14,Product_43,34
2013-09-01,Product_29,61
2010-01-25,Product_6,56
2013-04-26,Product_25,1
2024-02-27,Product_69,31
2007-12-16,Product_59,18
2021-10-11,Product_78,33
2012-02-22,Product_40,65
2006-11-03,Product_41,5
2008-11-17,Product_59,98
2002-03-19,Product_23,19
2016-06-04,Product_65,70
2018-11-27,Product_13,98
2005-04-25,Product_41,39
2008-07-25,Product_95,39
2022-09-12,Product_97,98
2018-02-15,Product_66,20
2014-11-02,Product_83,97
2019-04-29,Product_86,33
2011-03-09,Product_94,16
2020-09-15,Product_69,86
2003-06-20,Product_72,80
2002-10-25,Product_39,16
2022-01-20,Product_84,10
2008-05-13,Product_8,92
2009-05-08,Product_22,95
2021-09-02,Product_20,59
2004-11-20,Product_33,8
2016-11-22,Product_91,8
2021-07-26,Product_82,97
2013-06-12,Product_73,37
2020-01-14,Product_48,82
2008-03-22,Product_5,15
2021-08-06,Product_28,69
2022-05-12,Product_61,43
2007-08-30,Product_42,39
2002-04-27,Product_100,49
2009-04-17,Product_98,40
2012-01-12,Product_72,42
2003-09-28,Product_20,26
2000-09-06,Product_64,84
2018-03-12,Product_82,85
2007-10-30,Product_83,21
2003-09-28,Product_38,27
2008-04-20,Product_12,64
2023-02-25,Product_70,91
2003-05-26,Product_51,80
2015-01-10,Product_71,36
2005-04-29,Product_100,65
2020-09-03,Product_70,42
2023-08-24,Product_36,84
2021-02-03,Product_35,60
2020-06-27,Product_43,62
2013-09-07,Product_88,61
2021-01-09,Product_52,48
2019-07-21,Product_84,55
2011-12-15,Product_97,42
2014-11-10,Product_3,43
2024-08-10,Product_24,74
2002-09-10,Product_77,72
2004-02-07,Product_99,38
2022-04-23,Product_75,35
2005-01-19,Product_11,66
2008-01-16,Product_11,69
2019-05-16,Product_4,91
2002-10-28,Product_86,12
2015-09-12,Product_34,18
2013-08-28,Product_45,38
2015-03-14,Product_67,36
2000-09-20,Product_100,59
2012-06-05,Product_93,33
2002-08-18,Product_95,21
2024-08-01,Product_24,97
2002-07-10,Product_75,20
2000-02-21,Product_50,16
2020-10-21,Product_57,79
2009-03-05,Product_28,57
2007-11-08,Product_95,43
2022-01-10,Product_42,12
2004-11-17,Product_90,82
2011-11-02,Product_55,24
2011-03-25,Product_91,57
2013-01-17,Product_74,65
2018-09-10,Product_35,95
2009-11-15,Product_53,53
2020-02-24,Product_47,92
2024-11-06,Product_19,10
2007-09-23,Product_48,99
2007-07-17,Product_53,28
2024-02-23,Product_20,96
2016-06-24,Product_62,61
2022-02-24,Product_14,60
2020-09-08,Product_51,5
2012-10-21,Product_90,60
2018-08-12,Product_48,35
2010-02-21,Product_11,30
2013-03-14,Product_44,89
2023-01-17,Product_53,32
2000-07-23,Product_36,94
2019-07-10,Product_95,42
2024-05-01,Product_85,69
2004-05-21,Product_85,73
2011-11-09,Product_63,14
2014-05-29,Product_10,38
2001-06-04,Product_88,73
2020-06-02,Product_35,41
2019-03-10,Product_54,71
2008-08-29,Product_32,28
2019-10-23,Product_9,1
2024-03-11,Product_55,18
2009-05-16,Product_80,89
2003-10-17,Product_84,68
2007-04-15,Product_94,62
2022-03-19,Product_5,12
2020-08-14,Product_30,85
2015-09-30,Product_40,92
2023-02-17,Product_43,30
2016-05-04,Product_60,54
2006-10-30,Product_13,1
2018-09-12,Product_75,86
2015-12-29,Product_63,12
2007-12-10,Product_24,17
2003-07-28,Product_38,92
2015-11-28,Product_94,100
2010-06-10,Product_90,96
2010-03-07,Product_1,20
2021-08-25,Product_19,7
2018-10-30,Product_79,16
2005-02-18,Product_85,51
2012-07-26,Product_65,100
2014-06-06,Product_30,4
2017-12-04,Product_86,51
2022-03-24,Product_36,14
2009-05-26,Product_98,35
2004-02-04,Product_95,94
2020-04-22,Product_71,30
2012-09-27,Product_99,80
2006-01-30,Product_17,5
2005-05-01,Product_27,60
2013-09-13,Product_37,67
2007-01-27,Product_89,66
2001-09-27,Product_60,15
2004-08-11,Product_63,1
2017-10-31,Product_24,91
2003-08-08,Product_52,84
2012-07-16,Product_29,22
2022-08-15,Product_44,45
2014-10-02,Product_24,6
2000-05-08,Product_7,94
2021-04-01,Product_45,23
2018-12-08,Product_3,71
2007-08-27,Product_39,94
2016-02-16,Product_71,95
2005-11-05,Product_100,100
2022-11-09,Product_11,49
2000-02-25,Product_81,34
2021-09-18,Product_36,78
2009-09-06,Product_37,66
2004-09-29,Product_73,35
2006-09-22,Product_16,26
2003-05-03,Product_84,99
2007-04-22,Product_68,38
2008-11-23,Product_25,87
2024-01-14,Product_35,81
2006-09-13,Product_32,44
2015-03-13,Product_38,16
2007-06-28,Product_37,58
2003-10-29,Product_99,45
2022-06-03,Product_78,1
2005-08-27,Product_85,79
2003-07-09,Product_65,45
2005-06-03,Product_60,100
2024-09-25,Product_60,39
2021-06-25,Product_45,1
2013-02-19,Product_77,33
2013-04-17,Product_79,73
2024-01-19,Product_20,58
2004-04-15,Product_37,36
2011-11-11,Product_59,10
2009-04-13,Product_77,12
2007-11-27,Product_43,36
2002-11-07,Product_12,95
2022-10-02,Product_35,78
2006-10-05,Product_41,6
2016-08-18,Product_60,28
2023-12-30,Product_38,8
2004-12-24,Product_17,70
2019-02-08,Product_12,44
2002-01-03,Product_84,58
2003-10-03,Product_26,90
2021-12-29,Product_96,71
2022-04-08,Product_83,35
2010-08-14,Product_5,5
2016-01-11,Product_38,33
2014-04-18,Product_85,3
2009-03-15,Product_61,60
2023-01-20,Product_31,9
2014-05-16,Product_82,42
2023-06-03,Product_18,2
2024-11-29,Product_39,100
2020-01-10,Product_82,24
2012-04-05,Product_84,82
2012-01-16,Product_81,68
2009-04-18,Product_46,42
2009-05-22,Product_24,53
2001-11-26,Product_94,83
2004-01-23,Product_5,92
2021-02-09,Product_21,32
2020-06-26,Product_83,37
2020-03-04,Product_8,67
2022-06-05,Product_42,8
2023-02-03,Product_10,62
2001-01-04,Product_89,72
2017-06-20,Product_83,16
2005-12-05,Product_74,25
2000-06-09,Product_35,13
2004-05-23,Product_58,41
2020-05-21,Product_40,61
2022-11-17,Product_88,39
2019-05-31,Product_27,83
2012-09-28,Product_98,73
2001-02-20,Product_16,29
2008-04-24,Product_49,7
2006-08-26,Product_36,73
2021-03-25,Product_15,26
2021-05-08,Product_8,5
2012-05-22,Product_30,18
2009-02-12,Product_32,95
2024-08-09,Product_25,66
2002-08-29,Product_90,2
2024-09-18,Product_51,79
2018-12-13,Product_62,92
2005-12-28,Product_74,96
2019-06-13,Product_31,17
2009-01-03,Product_21,86
2024-09-01,Product_90,4
2006-10-03,Product_13,84
2000-09-13,Product_39,33
2011-01-22,Product_83,16
2018-09-27,Product_15,62
2003-06-27,Product_39,69
2021-07-21,Product_18,28
2010-03-12,Product_3,22
2008-02-16,Product_50,96
2001-04-06,Product_2,58
2002-01-08,Product_90,26
2019-10-11,Product_23,19
2007-02-08,Product_100,62
