Date,Product,Qty Sold
2006-06-30,Product_80,96
2023-08-13,Product_21,21
2021-02-08,Product_52,97
2002-06-13,Product_59,85
2015-04-10,Product_52,65
2009-11-06,Product_32,66
2012-02-09,Product_15,17
2016-06-09,Product_65,75
2011-02-16,Product_24,49
2017-11-02,Product_89,44
2020-04-25,Product_79,31
2018-02-25,Product_70,87
2015-11-29,Product_54,19
2000-05-23,Product_65,39
2002-06-21,Product_40,82
2008-01-03,Product_4,18
2004-01-27,Product_57,90
2005-07-03,Product_45,58
2014-11-24,Product_15,9
2001-01-22,Product_6,64
2011-08-31,Product_97,70
2012-11-10,Product_60,52
2014-01-26,Product_92,92
2018-11-15,Product_36,46
2011-05-03,Product_28,100
2022-09-19,Product_5,28
2016-05-03,Product_32,84
2016-08-25,Product_76,68
2018-11-25,Product_12,67
2001-08-03,Product_75,86
2011-02-06,Product_71,86
2023-11-15,Product_54,48
2001-01-02,Product_51,37
2014-05-21,Product_69,19
2000-10-31,Product_46,89
2003-06-17,Product_42,49
2003-07-21,Product_78,45
2021-04-20,Product_23,37
2016-07-04,Product_50,58
2021-09-07,Product_100,90
2014-12-28,Product_9,63
2015-06-15,Product_62,42
2017-09-16,Product_60,41
2021-11-10,Product_87,31
2013-03-16,Product_88,90
2012-08-21,Product_22,77
2002-03-22,Product_57,80
2012-05-05,Product_29,60
2016-04-15,Product_100,76
2006-09-16,Product_80,49
2020-03-28,Product_99,79
2005-07-01,Product_36,34
2006-01-31,Product_30,76
2011-07-03,Product_67,82
2001-09-21,Product_59,86
2020-08-19,Product_11,95
2008-07-14,Product_55,46
2019-01-04,Product_72,28
2023-07-07,Product_61,43
2019-05-14,Product_30,47
2001-07-05,Product_4,3
2005-12-21,Product_82,3
2007-09-05,Product_83,45
2007-03-11,Product_26,73
2001-08-28,Product_17,100
2024-02-09,Product_81,43
2024-01-26,Product_96,61
2013-01-01,Product_60,69
2007-12-13,Product_70,85
2006-05-09,Product_62,100
2016-08-30,Product_40,48
2021-09-24,Product_31,71
2009-08-27,Product_65,35
2009-03-05,Product_25,13
2002-08-14,Product_26,98
2009-07-05,Product_74,4
2010-06-18,Product_78,86
2010-02-17,Product_83,14
2014-10-19,Product_67,97
2022-10-13,Product_31,1
2013-12-21,Product_92,29
2009-02-28,Product_65,79
2000-03-31,Product_61,82
2023-12-08,Product_73,38
2013-05-04,Product_16,47
2008-01-17,Product_28,10
2016-03-26,Product_84,49
2010-01-12,Product_74,95
2023-07-22,Product_100,6
2018-07-18,Product_61,56
2003-03-08,Product_67,26
2004-07-24,Product_69,58
2005-09-28,Product_19,31
2024-09-04,Product_39,32
2022-05-22,Product_7,36
2002-06-25,Product_1,65
2003-11-15,Product_10,52
2015-05-16,Product_92,3
2018-04-30,Product_35,59
2023-03-11,Product_44,96
2019-06-28,Product_68,93
2011-04-16,Product_78,44
2010-08-05,Product_59,23
2010-05-05,Product_83,20
2011-03-29,Product_14,97
2011-10-30,Product_56,33
2005-12-12,Product_28,95
2012-08-17,Product_22,23
2021-11-09,Product_52,38
2010-07-24,Product_33,58
2008-04-11,Product_14,28
2022-06-10,Product_90,81
2013-02-06,Product_27,74
2021-12-30,Product_32,72
2015-07-13,Product_82,76
2004-09-09,Product_18,16
2022-06-24,Product_32,99
2015-06-07,Product_46,53
2013-10-04,Product_83,44
2018-09-25,Product_31,57
2001-09-04,Product_16,31
2024-02-14,Product_56,37
2010-08-13,Product_9,42
2013-06-07,Product_50,46
2018-06-23,Product_89,14
2011-09-16,Product_26,7
2003-09-01,Product_68,25
2021-04-02,Product_40,96
2000-04-14,Product_64,7
2001-05-07,Product_94,1
2004-11-21,Product_96,48
2020-11-03,Product_37,49
2003-08-12,Product_58,72
2022-10-22,Product_10,67
2000-01-08,Product_46,16
2009-10-13,Product_15,8
2001-05-31,Product_12,90
2005-01-08,Product_58,92
2016-02-13,Product_25,72
2023-06-17,Product_76,55
2003-11-04,Product_22,55
2016-07-21,Product_5,38
2013-12-05,Product_76,42
2004-12-28,Product_33,86
2005-02-02,Product_11,49
2018-09-06,Product_12,34
2012-12-22,Product_55,82
2014-01-06,Product_14,34
2011-01-30,Product_53,92
2013-08-09,Product_70,22
2000-09-26,Product_9,100
