Date,Product,Qty Sold
2024-08-08,Product_36,77
2006-12-11,Product_5,50
2003-07-18,Product_6,78
2011-02-01,Product_46,68
2010-10-19,Product_85,97
2014-11-05,Product_29,83
2019-11-11,Product_89,52
2014-09-24,Product_65,6
2011-05-03,Product_53,77
2008-08-12,Product_76,47
2018-09-03,Product_43,85
2016-07-18,Product_77,79
2000-04-26,Product_25,50
2009-12-13,Product_49,96
2023-06-07,Product_3,94
2023-09-21,Product_81,66
2000-01-16,Product_84,46
2001-06-06,Product_27,71
2014-06-17,Product_33,27
2007-12-09,Product_10,54
2001-11-10,Product_15,30
2007-01-25,Product_93,53
2024-11-26,Product_80,52
2006-02-11,Product_4,82
2015-03-22,Product_35,28
2022-01-12,Product_77,58
2012-08-17,Product_19,62
2014-03-16,Product_30,65
2021-02-05,Product_3,53
2019-04-05,Product_62,19
2004-10-03,Product_13,10
2022-10-12,Product_26,42
2010-11-15,Product_72,91
2007-11-03,Product_16,19
2018-12-10,Product_39,48
2003-08-25,Product_77,89
2019-05-23,Product_15,99
2015-06-21,Product_40,85
2014-08-10,Product_97,19
2009-06-16,Product_53,32
2014-10-11,Product_74,11
2006-12-18,Product_4,7
2013-01-31,Product_24,10
2016-11-01,Product_81,39
2018-04-30,Product_55,90
2015-09-18,Product_26,11
2012-09-07,Product_52,53
2024-06-20,Product_81,99
2007-07-13,Product_40,82
2009-10-18,Product_19,42
2002-05-22,Product_83,87
2001-07-04,Product_86,67
2002-09-06,Product_5,31
2013-10-20,Product_94,35
2014-08-21,Product_77,70
2004-01-26,Product_19,84
2020-03-09,Product_32,75
2016-02-29,Product_44,3
2019-06-05,Product_81,62
2018-06-08,Product_3,5
2018-01-16,Product_27,52
2013-05-12,Product_86,78
2008-07-12,Product_12,29
2000-02-22,Product_46,40
2020-02-24,Product_34,17
2009-03-16,Product_50,21
2010-06-18,Product_92,55
2014-11-04,Product_90,41
2024-07-09,Product_100,38
2023-05-18,Product_21,67
2016-10-15,Product_33,56
2001-11-09,Product_4,7
2007-04-10,Product_58,44
2022-07-06,Product_38,98
2014-03-01,Product_9,65
2012-11-14,Product_82,32
2021-10-10,Product_13,77
2014-10-20,Product_67,23
2007-03-14,Product_50,91
2016-10-26,Product_48,45
2000-02-15,Product_39,61
2024-01-06,Product_100,39
2023-10-03,Product_5,93
2012-09-28,Product_1,36
2015-07-21,Product_15,79
2011-03-23,Product_38,5
2014-03-07,Product_22,24
2003-09-13,Product_86,6
2018-06-17,Product_33,82
2018-06-19,Product_54,25
2010-12-18,Product_1,4
2002-10-23,Product_53,16
2012-06-25,Product_72,9
2024-06-26,Product_54,57
2015-11-03,Product_82,10
2018-10-03,Product_3,59
2007-09-30,Product_54,65
2003-05-28,Product_68,53
2010-10-25,Product_92,85
2015-02-25,Product_51,33
2023-11-18,Product_96,36
2017-04-16,Product_79,94
2014-01-17,Product_45,87
2024-11-23,Product_31,94
2014-05-19,Product_13,4
2018-10-09,Product_46,96
2009-11-09,Product_39,87
2022-06-29,Product_66,63
2007-05-14,Product_72,72
2004-08-19,Product_4,22
2011-12-12,Product_64,65
2006-04-25,Product_76,69
2016-06-01,Product_22,63
2004-12-14,Product_7,85
2020-12-08,Product_31,97
2007-02-14,Product_84,1
2016-07-18,Product_41,26
2005-05-11,Product_48,28
